Probe Name	Annotation	Accession	NS Probe ID	Class Name	Analyte Type	Samples above Threshold	20210527_20210527OUa_01 OU01_01.RCC	20210527_20210527OUa_02 OU02_02.RCC	20210527_20210527OUa_03 OU03_03.RCC	20210527_20210527OUa_04 OU04_04.RCC	20210527_20210527OUa_05 OU05_05.RCC	20210527_20210527OUa_06 OU06_06.RCC	20210527_20210527OUa_07 OU07_07.RCC	20210527_20210527OUa_08 OU08_08.RCC	20210527_20210527OUa_09 OU09_09.RCC	20210527_20210527OUa_10 OU10_10.RCC	20210527_20210527OUa_11 OU11_11.RCC	20210527_20210527OUa_12 OU12_12.RCC	20210528_20210528OUb_01 OU13_01.RCC	20210528_20210528OUb_02 OU14_02.RCC	20210528_20210528OUb_03 OU15_03.RCC	20210528_20210528OUb_04 OU16_04.RCC	20210528_20210528OUb_05 OU17_05.RCC	20210528_20210528OUb_06 OU18_06.RCC	20210528_20210528OUb_07 OU19_07.RCC	20210528_20210528OUb_08 OU20_08.RCC	20210528_20210528OUb_09 OU21_09.RCC	20210528_20210528OUb_10 OU22_10.RCC	20210528_20210528OUb_11 OU23_11.RCC	20210528_20210528OUb_12 OU24_12.RCC	20210602OUc_01 OU25_01.RCC	20210602OUc_02 OU26_02.RCC	20210602OUc_03 OU27_03.RCC	20210602OUc_04 OU28_04.RCC	20210602OUc_05 OU29_05.RCC	20210602OUc_06 OU30_06.RCC	20210602OUc_07 OU31_07.RCC	20210602OUc_08 OU32_08.RCC	20210602OUc_09 OU33_09.RCC	20210602OUc_10 OU34_10.RCC	20210602OUc_11 OU35_11.RCC	20210602OUc_12 OU36_12.RCC	20210602_20210602OUd_01 OU37_01.RCC	20210602_20210602OUd_02 OU38_02.RCC	20210602_20210602OUd_03 OU39_03.RCC	20210602_20210602OUd_04 OU40_04.RCC	20210602_20210602OUd_05 OU41_05.RCC	20210602_20210602OUd_06 OU42_06.RCC	20210602_20210602OUd_07 OU43_07.RCC	20210602_20210602OUd_08 OU44_08.RCC	20210602_20210602OUd_09 OU45_09.RCC	20210602_20210602OUd_10 OU46_10.RCC	20210602_20210602OUd_11 OU47_11.RCC	20210602_20210602OUd_12 OU48_12.RCC
CASP2		NM_032982.2		Endogenous	mRNA	100	157.607	106.32	253.763	226.376	193.032	235.497	231.182	173.014	143.115	143.885	161.687	172.199	203.402	175.16	110.693	201.705	230.3	261.209	271.396	164.132	263.872	170.966	161.53	66.268	168.361	193.029	203.464	158.268	288.769	229.114	190.74	178.127	252.865	94.753	191.054	375.944	242.455	215.335	213.052	245.953	288.393	267.837	246.841	307.827	210.919	182.125	146.003	231.606
CASP3		NM_032991.2		Endogenous	mRNA	100	314.619	404.833	340.033	328.323	323.241	418.84	376.917	191.118	637.806	260.851	391.105	372.666	510.115	620.766	187.598	238.26	306.669	440.083	464.506	254.728	455.883	185.452	232.741	330.888	388.6	101.371	241.514	100.933	140.791	276.473	124.873	124.555	190.95	102.002	175.155	254.62	209.804	139.735	187.774	176.271	186.452	199.669	239.577	580.92	403.758	219	239.328	120.393
CASP8		NM_001228.4		Endogenous	mRNA	100	124.301	21.468	180.342	27.58	84.259	108.699	184.916	96.068	51.665	49.625	35.658	129.952	486.702	40.574	38.311	41.124	133.884	281.756	181.041	73.536	247.775	91.293	61.835	22.917	37.767	90.412	196.065	13.975	86.673	108.196	69.984	118.432	205.585	51.26	64.921	171.609	153.686	70.332	114.651	113.676	160.674	57.805	169.353	326.907	202.654	34.629	49.732	56.393
CCBP2		NM_001296.3		Endogenous	mRNA	83.333	1.189	1.022	6.883	1	12.803	1	1.157	1	1	1	1.698	10.665	9.073	2.121	1.131	1.306	1	1.36	2.99	1.177	7.473	1.207	2.018	1	1.245	2.74	1.057	8.242	1	12.47	8.339	5.166	34.475	1.553	6.625	4.31	4.719	1.239	15.347	18.011	3.662	2.533	18.01	3.727	15.324	10.991	6.508	16.525
CCL11		NM_002986.2		Endogenous	mRNA	95.833	7.732	1.022	4.13	1.365	7.245	1	114.362	49.901	1.26	15.223	18.301	124.982	9.073	10.037	3.252	8.486	9.785	9.82	2.99	7.648	21.271	6.79	28.603	6.661	67.649	73.475	145.331	2.508	11.415	53.783	1	6.697	28.847	1.036	3.445	9.419	16.963	17.041	9.93	28.64	4.833	9.903	83.39	86.013	396.871	824.115	30.085	21.77
CCL13		NM_005408.2		Endogenous	mRNA	95.833	74.343	5.112	5.965	2.094	8.833	27.309	234.652	13.692	1	8.342	3.207	18.949	34.827	1.131	1.131	1.306	5.012	11.029	28.679	7.648	29.319	1.207	16.26	1	27.807	11.706	6.87	7.286	11.415	12.47	18.472	1.531	40.104	13.98	14.044	6.864	34.308	9.605	4.514	23.916	28.268	10.824	37.382	25.193	198.522	11.937	12.402	33.311
CCL15		NM_032965.3		Endogenous	mRNA	60.417	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	3.777	1	1.177	1.15	1.207	1	1	1.245	5.729	1.057	1	1	1.008	1	1.531	4.081	2.589	2.385	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	2.482	1	1.049
CCL16		NM_004590.2		Endogenous	mRNA	72.917	1.189	1.022	1.377	1	18.36	1	7.952	6.45	1	1	1	1	9.073	1.131	1.131	1.306	6.921	1.209	1	19.413	8.623	1.207	1	1	1.107	1	1.057	4.42	4.651	8.439	8.339	1.531	1.126	1.036	1.06	1.277	1.02	1.239	4.514	33.365	14.207	1	1.211	1.193	1.377	1	1	1.049
CCL18		NM_002988.2		Endogenous	mRNA	89.583	1122.28	5.112	29.827	55.251	1	694.712	1779.911	31.796	7.021	1	2.453	99.302	858.971	1.131	1.131	1.306	2.148	3.777	66.769	10.001	646.745	6.79	1	3.951	494.846	10.71	54.433	1.553	2.96	72.929	1	1.531	181.945	26.407	142.297	3.033	203.682	3.408	7.222	39.27	39.985	4.376	794.099	41.888	1164.098	1	15.349	6.033
CCL19		NM_006274.2		Endogenous	mRNA	83.333	8.921	1.022	1	10.104	1	1	18.362	215.56	1	1	1	898.686	27.803	3.252	1.131	1.958	68.971	14.654	3.875	8.824	4.024	7.998	1.068	1	24.486	546.707	44.921	1	14.798	47.737	4.961	6.697	459.998	8.802	6.625	14.527	17.983	10.844	9.93	28.64	4.833	2.533	53.122	117.019	143.425	7.209	1.596	17.574
CCL2		NM_002982.3		Endogenous	mRNA	100	516.831	8.178	983.389	26.124	604.303	276.621	1569.404	240.906	92.71	224.385	199.42	2182.672	290.031	736.126	36.049	1410.632	538.64	1926.665	732.026	288.849	562.812	169.759	753.055	167.419	1721.102	449.072	586.081	157.313	218.585	636.204	234.651	646.499	2194.734	667.412	36.303	283.993	1071.978	329.354	1986.075	584.914	300.11	418.913	2245.786	5663.562	6059.475	2317.046	449.553	45.902
CCL20		NM_004591.1		Endogenous	mRNA	64.583	1.189	5.112	1	1	16.772	1	5.639	1	1	1	1	2.382	2.341	1.131	1.131	5.875	2.148	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	2.955	1.036	1.06	1.277	1.658	1.239	1	1.181	1.172	1	2.27	24	29.098	1	4.543	1.049
CCL22		NM_002990.3		Endogenous	mRNA	60.417	1.189	1.022	1	1	1	1	1.157	1	1	1	1	10.665	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	2.96	1.008	1	1.531	7.458	1.036	1.06	3.033	1.02	1.239	1	6.201	1.172	1	1.211	14.46	1.377	1	1	1.049
CCL23		NM_145898.1		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	3.838	2.49	1	1.211	1.193	9.814	1	1	1.049
CCL24		NM_002991.2		Endogenous	mRNA	72.917	1.189	1.022	5.965	1.365	1	1	3.325	1	5.581	1	1	28.89	2.341	183.077	1.131	9.792	1	1.209	54.368	1.177	1.15	1.207	4.866	1	4.565	1	4.756	1	7.188	1.008	2.428	2.105	1.829	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	20.431	1.193	1.377	1	1	6.033
CCL26		NM_006072.4		Endogenous	mRNA	89.583	13.679	1.022	21.568	1	1	21.311	36.868	5.545	1.26	6.966	14.527	38.83	177.648	10.037	1.131	12.403	8.83	90.796	7.419	1.177	24.72	36.97	4.866	1	1.107	18.68	1.057	1.553	16.489	1.008	8.339	22.003	75.001	1.036	1.325	1.277	42.471	23.238	15.347	8.563	23.581	1	37.382	20.422	33.23	3.427	1	4.984
CCL3		NM_002983.2		Endogenous	mRNA	100	119.543	7.156	457.508	10.104	124.751	128.404	326.025	41.754	140.955	128.749	332.996	684.965	161.258	301.83	1.131	42.43	27.922	807.498	67.655	88.831	78.759	24.898	219.448	72.59	290.101	371.362	302.818	106.667	49.467	37.661	82.65	5.166	273.128	9.838	74.461	47.731	56.756	511.537	2429.33	82.969	59.905	490.766	378.813	143.255	1089.717	200.09	185.298	8.131
CCL4		NM_002984.2		Endogenous	mRNA	100	177.828	1.022	561.216	28.308	188.268	55.581	193.013	25.46	86.229	98.475	259.039	556.566	114.432	319.926	25.871	69.846	47.015	685.429	96.002	72.359	97.155	30.934	197.61	59.946	1437.78	754.929	676.979	203.18	212.666	77.967	88.561	18.942	743.679	24.335	157.136	273.777	199.601	1003.554	5602.536	112.495	202.856	904.382	554.371	814.66	1513.965	413.771	338.546	22.82
CCL5		NM_002985.2		Endogenous	mRNA	97.917	277.745	8.178	50.018	61.077	8.039	59.008	112.049	48.091	18.542	9.03	15.282	143.206	294.713	15.692	33.787	13.708	20.286	60.581	107.517	7.648	194.886	17.655	13.411	8.467	35.554	38.606	93.54	2.508	64.688	20.531	10.028	26.595	149.299	9.838	46.902	94.984	37.369	62.896	33.402	31.003	49.359	12.666	202.044	473.591	69.044	1	20.261	17.574
CCL7		NM_006273.2		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	17.205	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	12.312	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.325	1.277	1.02	1.239	1	1.181	1.172	1	1.211	77.665	13.946	1.536	1	1.049
CCL8		NM_005623.2		Endogenous	mRNA	100	107.648	1.022	245.503	10.104	19.154	53.011	221.929	10.071	13.501	15.223	13.018	131.609	95.701	63.193	27.002	24.152	116.701	229.786	181.041	60.594	179.939	22.484	25.755	6.661	57.688	91.408	189.723	57.932	9.724	74.944	34.517	32.717	85.133	70.935	4.505	46.454	140.422	66.614	300.619	62.891	69.279	146.239	180.25	493.864	312.848	32.738	46.785	1.049
CCND3		NM_001760.2		Endogenous	mRNA	100	464.494	314.87	480.452	173.218	230.348	622.745	648.726	199.265	386.5	529.873	388.841	461.303	727.857	255.46	375.337	278.732	353.445	467.881	421.987	272.377	462.782	285.648	376.112	310.116	415.162	414.202	683.321	495.588	479.872	403.437	322.474	289.863	376.694	237.659	380.784	261.006	380.198	395.039	390.896	582.552	687.953	461.288	555.582	543.951	563.54	1313.879	461.341	424.655
CCR1		NM_001295.2		Endogenous	mRNA	100	169.502	13.29	71.127	22.483	18.36	133.545	132.868	48.091	23.582	33.8	22.829	248.41	184.672	54.146	19.085	22.847	43.196	156.061	198.758	21.767	288.017	87.671	65.633	22.917	76.503	57.535	222.489	14.931	71.452	72.929	21.85	28.125	226.974	45.046	28.883	32.406	175.113	44.306	87.568	93.598	78.653	31.09	311.011	472.398	428.552	38.411	42.855	60.59
CCR10		NM_016602.2		Endogenous	mRNA	93.75	43.416	13.29	1.377	20.298	1	20.455	3.325	60.764	86.229	77.146	88.484	33.86	2.341	16.823	1.131	42.43	1.193	8.611	33.994	1.177	1.15	1.207	63.734	31.949	52.155	50.561	38.579	102.844	35.092	56.806	47.184	1.531	1.126	1.036	84	51.563	4.719	29.434	1	3.838	1.172	1	78.547	29.963	104.857	70.557	108.674	28.066
CCR2		NM_001123041.2		Endogenous	mRNA	72.917	1.189	1.022	4.13	1	1	1	16.048	5.545	1	1	1	41.315	9.073	1.131	1.131	1.958	1	15.863	1	1.177	9.773	1.207	3.917	1	8.992	14.695	10.041	1	8.033	1.008	1.583	1.531	63.744	15.015	1.325	9.419	24.105	1.239	1	8.563	3.662	1	57.965	33.54	48.382	1	3.561	2.885
CCR5		NM_000579.1		Endogenous	mRNA	81.25	61.259	1.022	9.637	4.278	1	14.458	21.831	2.829	1	3.526	1	43.8	74.63	1.131	11.168	1.306	1	31.575	11.848	1.177	37.367	1.207	4.866	2.145	2.352	12.703	21.668	1	21.563	1.008	1	1.531	103.144	2.589	1.06	1.756	25.125	13.323	10.833	1.181	1.172	1	34.96	143.255	34.608	1	1	1.836
CCR6		NM_031409.2		Endogenous	mRNA	91.667	7.732	13.29	8.719	1	1	22.168	16.048	5.545	27.183	17.287	18.301	42.972	16.097	6.645	4.382	20.236	1.193	18.28	2.99	10.001	22.42	15.241	16.26	35.561	3.459	15.691	18.497	1	13.952	22.546	5.806	6.697	36.727	1.036	5.565	1.277	19.004	13.323	12.639	12.106	1.318	6.218	37.382	32.348	24.966	1	17.314	1.836
CCR7		NM_001838.2		Endogenous	mRNA	83.333	11.3	1.022	4.13	1	1	1	1.157	2.829	1	2.15	2.453	33.032	2.341	1.131	1.131	7.18	1	1.209	2.104	2.941	17.821	1.207	3.917	1	3.459	9.714	1.057	1.553	2.96	1.008	2.428	1.531	22.092	1.553	4.505	13.25	1.658	7.126	1	19.192	3.662	1.612	10.745	70.509	9.814	1	5.526	11.279
CCR8		NM_005201.2		Endogenous	mRNA	60.417	1.189	1.022	1	1	1	1	1.157	1	1	1	1	2.382	2.341	1.131	1.131	1.306	1	1.209	3.875	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	9.821	1.239	1	1.181	1.172	1	1.211	3.727	1.377	1	1	1.049
CCRL1		NM_016557.2		Endogenous	mRNA	93.75	1.189	3.067	31.663	2.822	12.803	2.463	68.097	32.702	2.7	1.462	3.962	4.867	23.121	7.775	4.382	50.263	40.332	113.76	5.647	5.295	4.024	9.205	7.715	1	4.565	9.714	4.756	1	10.57	19.523	21.006	28.125	133.539	4.66	5.565	3.033	70.02	21.998	13.541	31.003	18.894	2.533	19.221	21.615	12.569	22.337	1	21.77
CCRL2		NM_003965.4		Endogenous	mRNA	97.917	50.553	2.045	73.88	7.191	27.888	31.592	76.193	27.27	11.341	21.415	16.037	58.711	133.163	16.823	1.131	9.792	40.332	99.257	46.395	20.59	71.861	17.655	6.765	1	74.289	52.554	48.091	9.197	34.246	50.76	19.317	37.309	80.63	59.544	23.584	74.55	54.715	15.802	51.457	53.442	45.844	27.406	94.287	119.404	99.347	31.792	21.244	18.623
CD14		NM_000591.2		Endogenous	mRNA	100	1180.564	103.253	557.545	52.339	362.145	983.434	1905.984	640.116	603.242	1028.01	450.723	993.95	1839.984	498.62	644.506	823.14	688.514	1252.264	1658.603	342.971	1814.91	972.53	881.235	569.317	682.99	516.819	678.036	208.914	573.733	541.485	370.607	413.844	1504.667	207.628	414.702	329.969	1039.328	848.637	1094.147	915.608	1249.213	357.193	1320.775	1487.257	3075.967	1002.812	609.678	268.327
CD160		NM_007053.2		Endogenous	mRNA	77.083	4.163	1.022	5.048	1	1	1	2.169	1	1.26	1	1	1	2.341	1.131	1.131	1.306	1	8.611	4.761	10.001	5.174	1.207	1	1.242	2.352	1	8.984	1	7.188	2.393	1.583	1.531	6.332	1.036	14.044	5.587	1.658	1.239	2.708	1.476	6.005	3.454	15.588	18.037	5.682	4.373	9.455	6.033
CD163		NM_004244.4		Endogenous	mRNA	100	686.928	57.249	164.74	47.969	105.696	470.245	610.557	249.959	73.988	112.924	111.124	675.853	1884.469	143.493	50.752	93.346	236.028	426.788	1019.035	147.66	715.731	522.254	335.285	115.037	629.867	304.612	489.898	46.465	671.821	323.833	263.362	338.843	1249.128	171.384	620.33	255.897	1083.202	297.131	489.297	815.219	796.924	406.937	1033.828	1660.177	3215.087	418.498	164.668	306.098
CD164		NM_006016.4		Endogenous	mRNA	100	1740.812	3681.322	3476.968	4620.272	4647.15	4095.125	3399.195	3918.888	3528.904	3266.187	3512.397	3431.037	1987.487	3021.835	3146.189	4126.146	2865.985	3957.119	2215.789	5039.854	4735.323	4437.123	2404.199	4017.503	2136.126	3074.262	2679.908	1931.827	2107.633	1482.628	4295.602	4237.354	3157.225	3485.146	2709.473	2218.789	2989.168	4531.948	3311.328	3549.345	4651.924	5584.965	2886.272	1854.562	2750.894	1743.133	4182.523	4682.218
CD19		NM_001770.4		Endogenous	mRNA	95.833	6.542	10.223	6.883	6.463	1	6.747	11.422	10.071	12.061	4.214	6.981	23.919	44.192	14.561	2.121	5.875	7.876	6.194	11.848	10.001	13.222	14.033	9.613	12.983	14.526	14.695	1.585	1	13.107	1.008	8.339	9.758	17.589	8.802	7.685	18.358	14.922	17.041	5.417	14.468	6.005	3.454	18.01	74.087	37.363	9.1	17.314	21.77
CD1A		NM_001763.2		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
CD1D		NM_001766.3		Endogenous	mRNA	100	17.248	3.067	46.347	8.647	18.36	11.887	24.145	3.734	6.301	13.847	9.245	18.949	27.803	7.775	1.131	5.875	47.015	44.869	27.793	20.59	56.914	30.934	7.715	1.242	13.419	11.706	12.155	7.286	31.71	11.462	14.25	70.983	36.727	4.66	29.943	54.117	41.451	3.408	42.43	55.805	62.248	12.666	36.171	44.273	47.005	7.209	1.596	15.475
CD2		NM_001767.3		Endogenous	mRNA	77.083	20.816	1.022	2.294	4.278	2.481	1	6.795	4.639	1	1	1.698	26.405	11.414	1.131	1.131	1.306	1	17.072	8.305	1.177	20.121	4.376	1	1	1.245	10.71	3.699	1.553	12.261	1.008	1	1.531	25.469	1.036	2.385	4.31	10.841	1.239	1	5.019	4.833	1	24.064	31.155	8.437	1	1	1.049
CD209		NM_021155.2		Endogenous	mRNA	95.833	77.911	6.134	33.499	1	14.391	70.146	242.748	10.976	18.542	35.864	6.226	52.913	53.558	55.277	10.037	67.235	112.883	114.968	356.435	47.651	124.75	121.472	33.35	4.854	30.02	14.695	86.142	1	43.548	16.5	31.139	41.901	134.664	9.838	17.224	26.021	152.666	17.041	67.707	284.928	219.26	30.169	26.485	82.435	224.693	40.302	12.402	39.606
CD22		NM_001771.2		Endogenous	mRNA	91.667	1.189	1.022	11.472	1	1	1.606	6.795	1	1.98	1	7.735	38.83	44.192	16.823	3.252	1.306	68.971	41.244	2.104	14.707	29.319	41.798	2.967	6.661	16.739	20.673	13.212	17.798	9.724	12.47	8.339	35.778	17.589	10.873	1.06	10.696	34.308	1.239	12.639	6.201	3.662	1.612	30.117	71.702	19.456	23.283	9.455	3.934
CD24		NM_013230.2		Endogenous	mRNA	100	1435.114	7330.952	3881.704	1333.952	91.405	4831.924	5373.564	2948.473	11201.296	6768.284	5000.595	6873.775	7370.178	3607.682	7705.087	6199.337	2402.999	7810.148	850.727	3006.734	4513.418	5445.114	7755.463	4712.92	3822.781	4295.698	4012.728	9436.009	5701.39	825.641	1587.457	1217.424	1990.978	1261.819	2017.332	379.775	2541.246	3488.426	6433.979	4847.317	5256.538	3846.673	5511.174	687.057	3245.391	7113.528	6447.847	3577.434
CD244		NM_016382.2		Endogenous	mRNA	93.75	32.711	7.156	1	7.191	3.275	10.174	12.578	1.018	4.14	2.838	2.453	11.494	13.755	12.299	3.252	1.306	5.966	3.777	11.848	6.471	16.672	3.169	2.018	4.854	17.846	8.717	18.497	1	8.033	8.439	1	12.819	27.721	8.802	11.924	19.635	13.902	13.323	9.93	19.192	8.349	8.982	39.803	47.851	42.872	16.664	22.226	18.623
CD247		NM_198053.1		Endogenous	mRNA	77.083	20.816	2.045	9.637	1	1	5.033	13.735	8.26	1	1	1	38.002	62.923	1.131	1.131	1.306	1	6.194	10.076	1.177	30.469	1.207	1	1	8.992	26.65	20.611	1	24.099	10.454	10.028	6.697	19.841	11.909	1.06	18.358	15.943	7.126	1	13.287	3.662	1	43.436	103.901	47.005	2.482	3.561	7.082
CD27		NM_001242.4		Endogenous	mRNA	81.25	37.469	1.022	1.377	5.006	1	1	10.265	5.545	1	2.15	2.453	61.196	37.168	1.131	1.131	1.306	5.012	17.072	1	1.177	20.121	5.583	2.018	1	1.107	19.676	17.44	1	14.798	10.454	1.583	2.105	42.355	1.036	1.06	1.277	10.841	1.239	1	2.657	1.172	1	60.386	96.745	34.608	1	9.455	1.049
CD274		NM_014143.3		Endogenous	mRNA	100	75.532	42.937	8.719	13.745	8.833	6.747	11.422	4.639	29.343	39.992	40.186	50.428	34.827	13.43	43.966	55.485	3.102	6.194	15.391	5.295	16.672	38.177	26.704	60.849	42.194	35.617	136.876	13.975	53.695	65.875	15.095	22.003	31.098	24.335	46.902	1.756	30.227	21.998	18.958	14.468	6.005	2.533	163.3	186.187	88.328	127.287	61.52	20.721
CD276		NM_001024736.1		Endogenous	mRNA	100	1300.702	1092.844	1111.877	1430.802	1230.738	1285.864	2966.615	548.687	798.382	1859.844	777.493	686.622	3132.392	1170.422	1375.106	1334.911	1105.68	1836.02	1944.726	914.786	1127.348	901.307	620.128	575.639	1255.169	633.383	1200.172	341.74	1185.094	1517.895	693.186	1306.2	1541.816	1242.143	980.71	3047.622	1504.596	836.243	936.163	1098.67	1069.938	733.961	1032.617	1777.046	1540.136	2820.048	839.55	573.638
CD28		NM_001243078.1		Endogenous	mRNA	97.917	25.574	17.379	4.13	5.734	12.009	28.165	60	10.976	13.501	11.095	4.717	24.748	69.947	5.514	1.131	15.014	26.968	26.74	72.97	13.531	70.711	15.241	6.765	8.467	12.312	16.688	33.294	1	14.798	9.447	13.406	5.166	56.99	19.158	22.524	1.277	78.182	38.11	16.25	55.805	72.794	11.745	54.332	95.553	157.199	2.482	20.261	6.033
CD34		NM_001025109.1		Endogenous	mRNA	100	56.501	1.022	175.753	34.862	71.556	100.989	287.857	50.806	35.104	67.513	60.562	49.599	144.869	30.395	14.561	30.68	113.838	226.16	103.088	61.77	252.374	141.994	12.462	3.951	56.582	115.319	65.003	55.065	74.835	143.464	81.806	337.312	281.008	107.18	193.174	593.05	222.048	136.017	251.87	436.102	522.739	164.663	146.349	121.789	115.876	117.832	17.314	226.36
CD36		NM_001001548.2		Endogenous	mRNA	100	415.725	36.803	1981.922	65.446	44.561	723.841	1519.669	379.408	148.155	76.458	141.311	224.387	1580.098	304.092	376.468	112.929	1735.724	224.951	3674.749	1221.872	339.757	64.735	18.159	18.401	181.642	79.453	179.154	340.784	249.872	423.59	129.939	681.704	774.074	2306.689	342.626	485.774	934.235	262.43	83.957	173.909	584.841	423.519	210.519	450.932	575.937	674.727	20.261	820.195
CD3D		NM_000732.4		Endogenous	mRNA	87.5	71.964	1.022	16.061	20.298	1	20.455	47.277	20.028	1	1.462	6.981	139.892	74.63	5.514	1.131	1.958	12.649	62.998	28.679	1.177	112.102	14.033	1.068	1	4.565	37.609	31.18	1	42.702	12.47	6.65	12.819	106.521	1.036	5.565	3.033	42.471	19.52	6.319	15.649	9.52	1	83.39	112.249	22.211	1	8.473	9.18
CD3E		NM_000733.2		Endogenous	mRNA	85.417	43.416	4.089	9.637	2.822	1	6.747	13.735	3.734	1.98	1	2.453	88.533	44.192	2.121	1.131	1.306	1	31.575	21.592	1.177	60.363	7.998	1	1	3.459	22.665	35.408	1	42.702	14.485	10.028	14.35	79.504	3.624	3.445	13.25	43.491	19.52	5.417	22.735	9.52	4.376	91.866	146.833	26.343	1	1.596	1.836
CD3EAP		NM_012099.1		Endogenous	mRNA	100	25.574	26.58	29.827	13.016	13.597	22.168	26.458	47.186	43.024	28.295	25.847	39.659	4.39	29.264	17.954	26.763	15.512	33.992	36.651	15.884	36.218	21.276	20.058	33.755	28.913	42.591	26.952	26.398	29.173	57.814	17.628	26.595	26.595	34.691	24.644	23.467	30.227	17.041	22.569	12.106	27.096	32.011	25.274	44.273	48.382	45.029	26.155	22.82
CD4		NM_000616.4		Endogenous	mRNA	100	246.818	28.625	100.496	39.231	93.787	273.194	236.965	85.206	33.663	78.522	51.506	247.581	453.923	72.241	54.145	73.763	109.064	246.706	302.4	28.826	467.381	157.687	70.38	33.755	111.918	105.356	149.559	26.398	159.394	107.189	60.695	98.534	329.414	48.153	59.622	137.128	244.495	129.821	111.04	277.842	246.21	73.465	341.28	415.156	549.766	52.593	55.626	92.065
CD40		NM_001250.4		Endogenous	mRNA	100	479.957	195.26	298.734	31.221	79.495	159.247	319.086	79.774	731.416	65.449	182.817	239.298	512.456	31.526	664.863	29.375	205.48	349.438	158.895	127.658	422.54	167.345	104.561	71.687	248.046	146.204	165.413	35.954	108.658	300.657	86.028	164.351	268.625	69.9	50.082	373.39	245.516	116.188	219.371	264.85	323.545	107.549	479.305	516.523	293.564	107.432	153.862	84.721
CD40LG		NM_000074.2		Endogenous	mRNA	68.75	1.189	1.022	2.294	1	1	1	3.325	1.018	1	1.462	1	12.322	18.438	1.131	1.131	1.306	1	1.209	1	1.177	7.473	1.207	1	1	1.107	5.729	12.155	1	8.033	1.386	1	1.531	7.458	8.802	1.325	1.277	24.105	5.887	1	13.287	4.833	1	15.588	4.919	9.814	1	1	1.049
CD44		NM_001001392.1		Endogenous	mRNA	100	5525.754	1036.618	2362.796	1254.58	1275.2	1990.964	1927.96	1705.581	2072.914	1493.809	2314.745	2777.447	3450.811	6776.686	1472.368	915.833	3005.359	2169.595	2074.056	901.844	2039.115	1854.975	2691.892	2389.143	4479.072	1775.117	3047.729	1535.261	2193.883	3184.545	1517.368	4522.051	2316.312	560.751	2325.775	2225.174	4136.013	1498.049	2562.036	1749.428	2863.86	2506.337	2910.487	2856.303	2569.074	9816.69	5305.361	2205.109
CD45R0		NM_080921.3		Endogenous	mRNA	100	346.735	56.227	162.904	69.815	46.943	204.654	324.869	172.108	52.385	97.099	93.012	463.788	786.39	111.826	116.347	137.734	230.3	362.732	390.983	78.242	306.413	205.974	133.995	62.655	172.788	189.044	280.621	28.309	228.732	152.533	77.584	126.086	619.85	148.602	104.139	160.115	306.735	178.155	170.622	223.513	230.978	69.78	442.982	803.927	629.656	45.975	123.409	105.705
CD45RA		NM_002838.4		Endogenous	mRNA	70.833	1.189	1.022	4.13	1	1	1	1.157	2.829	1	1	1	47.114	6.731	1.131	1.131	1.306	1	1.209	4.761	1.177	15.522	1.207	1	1	1.245	9.714	5.813	1	4.651	1.008	1	1.531	9.709	1.036	1.06	18.358	1.02	1.239	17.152	12.106	1.172	1	37.382	46.658	11.192	1	1	1.836
CD45RB		ENST00000367367.1		Endogenous	mRNA	95.833	60.069	1.022	30.745	2.822	10.421	47.014	44.964	20.028	1.26	6.278	10.754	71.965	53.558	1.131	1.131	1.306	6.921	36.409	40.194	1.177	102.904	23.691	3.917	1	32.233	27.647	61.832	7.286	71.452	28.592	6.65	28.125	150.424	30.549	23.584	45.177	78.182	41.828	44.235	34.546	42.329	19.115	118.502	157.565	175.105	1	20.261	18.623
